institution,femaleDifferent,femaleSame,femaleLeft,maleDifferent,maleSame,maleLeft
72,9.967845659163988,82.79742765273312,7.234726688102894,7.3899371069182385,83.17610062893081,9.433962264150944
422,8.008898776418242,90.87875417130145,1.1123470522803114,5.658324265505985,92.52811026478057,1.8135654697134567
287,31.499051233396585,62.14421252371917,6.35673624288425,28.296562339661364,64.44330425859415,7.2601334017444845
462,20.28985507246377,59.42028985507246,20.28985507246377,8.662900188323917,70.05649717514125,21.28060263653484
131,6.976744186046512,89.14728682170544,3.875968992248062,2.622950819672131,91.9672131147541,5.409836065573771
412,25.0,75.0,0.0,9.714285714285714,90.28571428571428,0.0
493,12.42344706911636,78.56517935258093,9.011373578302711,7.793300791112608,80.35684228244403,11.84985692644336
38,29.559748427672954,67.29559748427673,3.1446540880503147,26.430517711171664,68.3242506811989,5.245231607629427
83,16.41025641025641,61.02564102564103,22.564102564102566,12.552552552552553,66.66666666666666,20.78078078078078
117,18.006993006993007,66.87062937062937,15.122377622377622,13.94736842105263,70.5720823798627,15.480549199084667
469,7.292707292707293,89.31068931068931,3.3966033966033966,6.25,88.46153846153845,5.288461538461538
388,11.949685534591195,76.72955974842768,11.320754716981133,7.400722021660649,76.2936221419976,16.305655836341757
319,22.064056939501782,70.1067615658363,7.829181494661921,10.258418167580267,81.08848864526233,8.653093187157399
26,3.5211267605633805,94.36619718309859,2.112676056338028,1.9178082191780823,96.57534246575342,1.5068493150684932
194,14.1280353200883,74.39293598233996,11.479028697571744,10.4940970703979,75.18583296895495,14.320069960647135
500,2.5210084033613445,95.37815126050421,2.100840336134454,0.9575104727707959,93.29742669060442,5.745062836624776
346,8.1374321880651,87.70343580470163,4.159132007233273,2.929329915781765,90.11351153423655,6.957158549981692
75,9.120521172638437,84.69055374592834,6.188925081433225,8.35427135678392,82.85175879396985,8.793969849246231
373,10.271317829457365,80.81395348837209,8.914728682170542,6.848357791754019,82.0754716981132,11.076170510132775
41,11.222780569514237,78.39195979899498,10.385259631490786,6.408196062675773,82.66372036962636,10.92808356769787
46,9.195402298850574,73.5632183908046,17.24137931034483,4.914933837429111,83.36483931947069,11.720226843100189
489,35.202492211838006,44.85981308411215,19.937694704049843,22.699777141037885,51.130213307863734,26.170009551098378
324,18.904109589041095,70.13698630136986,10.95890410958904,8.355555555555554,80.62222222222222,11.022222222222222
490,12.953367875647666,69.43005181347151,17.616580310880828,7.397260273972603,78.9041095890411,13.698630136986301
84,4.761904761904762,85.71428571428571,9.523809523809524,9.5,81.0,9.5
336,3.0927835051546393,89.69072164948454,7.216494845360824,4.460580912863071,84.33609958506224,11.20331950207469
182,11.639676113360323,79.75708502024291,8.60323886639676,8.62492907130698,80.38585209003215,10.989218838660866
146,27.102803738317753,72.89719626168224,0.0,25.812619502868067,74.18738049713193,0.0
475,10.76923076923077,88.71794871794872,0.5128205128205128,6.147540983606557,93.85245901639344,0.0
97,8.064516129032258,88.70967741935483,3.225806451612903,7.1554770318021195,86.30742049469966,6.5371024734982335
437,2.3300970873786406,95.14563106796116,2.524271844660194,1.909871244635193,94.39914163090128,3.6909871244635193
18,0.0,100.0,0.0,13.043478260869565,73.91304347826086,13.043478260869565
123,7.6190476190476195,64.76190476190476,27.61904761904762,12.990936555891238,63.59516616314199,23.413897280966765
143,10.526315789473683,68.42105263157895,21.052631578947366,2.8301886792452833,78.30188679245283,18.867924528301888
120,10.330578512396695,67.35537190082644,22.31404958677686,6.710671067106711,69.52695269526953,23.762376237623762
